order_id,customer_id,product_id,order_date,quantity,total_amount
O07723,C00629,P0011,2024-01-05,2,2950.62
O07724,C00429,P0227,2023-04-17,2,898.22
O07725,C00172,P0183,2024-04-26,3,2286.45
O07726,C00211,P0392,2024-12-07,2,1785.94
O07727,C01929,P0470,2023-07-31,5,3248.3
O07728,C01826,P0310,2024-11-29,3,2112.24
O07729,C01362,P0221,2023-03-08,3,3616.11
O07730,C01636,P0400,2024-04-07,3,2505.66
O07731,C01679,P0458,2023-12-18,4,2516.96
O07732,C00722,P0482,2023-08-31,3,5027.58
O07733,C01114,P0091,2023-06-30,3,5049.06
O07734,C01337,P0287,2023-07-01,4,4337.6
O07735,C01470,P0469,2023-03-09,5,493.0
O07736,C00251,P0233,2023-10-14,1,901.28
O07737,C00691,P0477,2023-04-14,5,4588.35
O07738,C00151,P0289,2024-10-01,2,3560.38
O07739,C01186,P0447,2023-12-28,1,915.77
O07740,C01772,P0271,2024-06-10,2,2725.48
O07741,C00749,P0475,2023-10-29,1,964.94
O07742,C00752,P0457,2023-03-24,5,8656.15
O07743,C00427,P0450,2024-08-09,2,1971.66
O07744,C00072,P0309,2023-07-19,3,1335.6
O07745,C01032,P0366,2024-02-23,5,5044.25
O07746,C00349,P0358,2024-02-11,1,1175.18
O07747,C00238,P0325,2023-09-30,5,6806.4
O07748,C01084,P0023,2024-04-30,4,6247.12
O07749,C00795,P0359,2023-10-03,4,2643.36
O07750,C00808,P0378,2023-07-09,1,1677.01
O07751,C01792,P0091,2023-09-13,2,3366.04
O07752,C00469,P0441,2024-09-10,5,6503.55
O07753,C00865,P0282,2024-10-21,3,208.77
O07754,C01361,P0034,2024-03-27,5,9219.2
O07755,C01446,P0359,2023-09-14,4,2643.36
O07756,C01796,P0421,2023-10-10,1,1520.45
O07757,C01695,P0327,2024-07-12,2,1886.0
O07758,C00378,P0104,2023-08-03,2,1721.28
O07759,C00316,P0314,2023-01-24,1,599.47
O07760,C00263,P0174,2023-08-28,5,407.75
O07761,C00136,P0324,2024-05-06,4,7279.84
O07762,C00786,P0012,2024-01-24,5,3123.05
O07763,C00471,P0440,2023-04-12,5,9916.25
O07764,C01867,P0470,2023-08-24,1,649.66
O07765,C00510,P0336,2024-05-29,5,1114.65
O07766,C00807,P0480,2024-06-04,1,492.92
O07767,C01432,P0364,2024-08-03,5,4651.7
O07768,C01909,P0445,2023-05-04,5,3963.25
O07769,C00901,P0397,2024-01-31,1,1877.24
O07770,C00864,P0454,2023-01-28,5,1622.45
O07771,C00253,P0084,2023-01-24,5,4330.45
O07772,C01273,P0015,2023-02-06,2,2918.4
O07773,C00741,P0283,2024-10-31,4,1897.96
O07774,C00219,P0207,2023-05-08,2,460.82
O07775,C01938,P0269,2024-08-27,2,2385.36
O07776,C01817,P0152,2023-01-20,4,1429.32
O07777,C01112,P0310,2023-12-22,3,2112.24
O07778,C00744,P0473,2024-02-18,3,5634.54
O07779,C01904,P0355,2024-09-25,2,3608.84
O07780,C00847,P0007,2024-04-25,4,7816.08
O07781,C01002,P0237,2023-07-25,2,329.06
O07782,C01835,P0229,2024-12-15,2,2798.86
O07783,C00579,P0233,2024-12-24,4,3605.12
O07784,C01214,P0355,2023-08-22,4,7217.68
O07785,C01418,P0012,2024-01-14,4,2498.44
O07786,C00821,P0124,2023-03-14,5,9289.4
O07787,C01136,P0191,2024-04-18,3,337.14
O07788,C00699,P0010,2024-05-11,4,3902.12
O07789,C01597,P0181,2024-08-26,5,9675.35
O07790,C00728,P0006,2024-09-05,3,2809.08
O07791,C00341,P0233,2023-10-26,5,4506.4
O07792,C01796,P0072,2023-03-17,5,5991.6
O07793,C00506,P0255,2024-06-23,3,463.2
O07794,C01346,P0039,2023-11-28,1,1279.12
O07795,C01966,P0206,2024-12-18,2,750.98
O07796,C00402,P0397,2023-06-02,2,3754.48
O07797,C01496,P0487,2024-08-30,1,1666.94
O07798,C00829,P0343,2023-08-28,1,539.06
O07799,C01067,P0449,2023-06-11,4,755.84
O07800,C01269,P0025,2023-11-17,4,1954.68
O07801,C00307,P0473,2023-08-03,3,5634.54
O07802,C00450,P0343,2024-07-14,3,1617.18
O07803,C01031,P0447,2023-11-13,1,915.77
O07804,C01502,P0253,2024-12-14,3,679.32
O07805,C00300,P0272,2023-05-26,5,7361.45
O07806,C01109,P0251,2023-07-26,1,28.65
O07807,C01292,P0484,2024-04-12,4,5590.28
O07808,C00595,P0123,2023-02-14,3,1511.28
O07809,C00258,P0356,2023-09-29,2,195.82
O07810,C01790,P0210,2024-12-30,1,863.71
O07811,C01268,P0172,2023-11-05,5,8797.35
O07812,C01352,P0481,2023-01-05,3,4662.33
O07813,C01402,P0388,2023-06-03,3,2766.21
O07814,C01754,P0108,2023-06-05,3,66.9
O07815,C00910,P0076,2024-12-04,5,4313.65
O07816,C01716,P0390,2023-11-25,3,2602.71
O07817,C00867,P0105,2023-03-11,1,1200.37
O07818,C01197,P0038,2024-08-17,4,4627.96
O07819,C00521,P0327,2023-11-05,2,1886.0
O07820,C00618,P0341,2023-11-30,3,4001.52
O07821,C01292,P0458,2024-03-07,3,1887.72
O07822,C01817,P0461,2023-03-12,4,5470.6
O07823,C01360,P0157,2023-08-15,4,3303.64
O07824,C01158,P0224,2024-10-16,1,1153.17
O07825,C00583,P0155,2023-07-16,1,12.35
O07826,C00326,P0017,2023-08-23,3,3867.18
O07827,C01944,P0056,2024-05-01,4,3223.64
O07828,C00622,P0429,2024-08-14,1,1734.0
O07829,C01327,P0252,2023-02-24,2,3914.76
O07830,C00360,P0048,2023-10-18,4,2610.72
O07831,C00294,P0329,2023-04-24,2,2590.74
O07832,C01458,P0001,2023-11-24,3,5605.62
O07833,C00087,P0398,2024-10-23,2,3650.84
O07834,C02000,P0227,2023-10-11,5,2245.55
O07835,C00709,P0497,2024-06-27,2,1861.18
O07836,C01861,P0301,2024-08-16,1,1005.47
O07837,C01346,P0307,2023-07-13,1,1923.44
O07838,C00680,P0435,2023-04-13,4,7610.32
O07839,C01328,P0416,2023-05-22,5,2137.5
O07840,C00754,P0270,2024-10-31,1,611.71
O07841,C01439,P0108,2024-08-27,2,44.6
O07842,C01253,P0342,2023-01-19,1,125.97
O07843,C00199,P0272,2023-06-05,3,4416.87
O07844,C01287,P0093,2023-07-04,4,2997.32
O07845,C01650,P0113,2024-07-05,3,2431.92
O07846,C01074,P0237,2023-05-02,5,822.65
O07847,C00153,P0186,2024-11-11,4,924.12
O07848,C00612,P0327,2024-01-27,1,943.0
O07849,C01451,P0116,2023-01-16,2,575.18
O07850,C01275,P0014,2023-06-19,2,64.4
O07851,C01723,P0319,2023-02-11,5,7473.9
O07852,C00659,P0020,2023-03-15,2,3207.0
O07853,C01041,P0403,2023-12-29,4,6976.12
O07854,C00886,P0332,2023-10-27,5,6846.65
O07855,C01341,P0325,2024-05-31,5,6806.4
O07856,C00995,P0005,2023-05-12,2,3723.56
O07857,C00458,P0488,2023-06-03,2,2633.34
O07858,C00834,P0181,2023-10-22,2,3870.14
O07859,C00705,P0026,2023-06-16,5,6582.05
O07860,C01020,P0087,2024-02-16,2,547.78
O07861,C00440,P0176,2024-11-05,5,4124.1
O07862,C00651,P0267,2023-02-25,2,3545.66
O07863,C00578,P0418,2023-04-12,1,1844.36
O07864,C01575,P0405,2024-06-07,3,3675.96
O07865,C01787,P0338,2023-04-21,4,7376.4
O07866,C01832,P0332,2023-07-14,2,2738.66
O07867,C01784,P0156,2024-09-02,3,5238.18
O07868,C01320,P0369,2023-05-30,3,5864.31
O07869,C01997,P0226,2023-09-23,3,5006.67
O07870,C01804,P0359,2023-01-20,5,3304.2
O07871,C00835,P0116,2024-06-28,5,1437.95
O07872,C00595,P0402,2024-03-05,2,94.92
O07873,C00942,P0008,2024-05-06,4,5005.04
O07874,C00323,P0336,2023-12-26,4,891.72
O07875,C01408,P0293,2024-10-22,5,538.4
O07876,C01623,P0116,2024-07-18,4,1150.36
O07877,C00750,P0455,2024-10-08,4,7538.6
O07878,C01854,P0105,2023-06-28,4,4801.48
O07879,C00492,P0207,2024-06-22,3,691.23
O07880,C01129,P0401,2024-11-25,2,785.14
O07881,C01500,P0108,2024-08-04,5,111.5
O07882,C00665,P0113,2024-01-28,4,3242.56
O07883,C01239,P0233,2023-09-01,1,901.28
O07884,C00148,P0406,2024-07-29,3,1754.22
O07885,C01513,P0398,2024-04-10,5,9127.1
O07886,C00464,P0025,2024-12-29,5,2443.35
O07887,C00459,P0443,2023-11-07,3,2055.21
O07888,C00533,P0338,2024-10-20,5,9220.5
O07889,C00201,P0155,2024-12-22,5,61.75
O07890,C00633,P0289,2024-10-23,1,1780.19
O07891,C01872,P0306,2023-09-15,5,702.5
O07892,C00754,P0293,2024-04-18,1,107.68
O07893,C00736,P0189,2024-09-25,1,641.08
O07894,C00714,P0071,2024-10-08,3,4155.12
O07895,C00296,P0192,2024-05-06,2,1885.62
O07896,C01348,P0080,2023-10-25,1,1599.68
O07897,C00191,P0018,2023-02-04,2,2659.06
O07898,C01726,P0005,2023-09-24,1,1861.78
O07899,C01208,P0237,2024-03-05,5,822.65
O07900,C01075,P0352,2024-04-15,3,3680.73
O07901,C01668,P0382,2024-12-13,5,3567.3
O07902,C01195,P0112,2023-08-30,1,1579.73
O07903,C00157,P0141,2024-08-24,4,4158.84
O07904,C01966,P0488,2023-05-16,5,6583.35
O07905,C00334,P0176,2024-06-05,3,2474.46
O07906,C01852,P0263,2024-12-21,3,1113.57
O07907,C00029,P0427,2023-07-13,2,3935.68
O07908,C01047,P0204,2023-12-03,3,5203.8
O07909,C00568,P0113,2023-07-09,3,2431.92
O07910,C01376,P0304,2023-06-26,5,5198.4
O07911,C01613,P0460,2024-10-21,4,5311.92
O07912,C01248,P0348,2023-03-30,1,958.75
O07913,C01353,P0018,2023-08-15,3,3988.59
O07914,C01494,P0242,2023-10-03,1,412.59
O07915,C01549,P0215,2024-08-10,4,6713.8
O07916,C00739,P0032,2024-04-29,5,7226.05
O07917,C00240,P0112,2023-06-12,2,3159.46
O07918,C01708,P0298,2024-07-24,2,3142.24
O07919,C01251,P0368,2024-03-18,2,276.74
O07920,C01907,P0181,2024-08-08,4,7740.28
O07921,C01031,P0338,2024-07-13,4,7376.4
O07922,C00557,P0152,2024-12-11,2,714.66
O07923,C01609,P0130,2024-12-27,3,4065.45
O07924,C00885,P0256,2024-05-31,1,882.48
O07925,C01403,P0321,2023-07-10,2,3262.52
O07926,C00068,P0341,2024-05-12,5,6669.2
O07927,C00750,P0266,2023-08-05,3,973.11
O07928,C01442,P0469,2023-08-09,5,493.0
O07929,C01937,P0123,2024-09-05,5,2518.8
O07930,C00293,P0360,2024-02-03,2,351.06
O07931,C00215,P0452,2023-10-23,5,7312.05
O07932,C00630,P0291,2024-08-07,4,3563.6
O07933,C01470,P0132,2023-03-09,2,2388.44
O07934,C01291,P0104,2024-07-25,2,1721.28
O07935,C00593,P0251,2024-01-20,5,143.25
O07936,C00140,P0444,2023-04-18,3,1966.86
O07937,C00810,P0282,2024-04-16,4,278.36
O07938,C00826,P0483,2024-09-19,1,877.18
O07939,C01815,P0012,2024-11-25,4,2498.44
O07940,C01935,P0427,2024-03-14,5,9839.2
O07941,C01209,P0169,2024-05-19,5,6337.1
O07942,C00825,P0380,2024-09-07,3,5163.63
O07943,C00757,P0388,2024-04-18,4,3688.28
O07944,C01944,P0105,2024-12-07,2,2400.74
O07945,C01570,P0073,2024-06-27,1,586.19
O07946,C00130,P0219,2024-05-04,4,3984.84
O07947,C01760,P0440,2023-07-27,1,1983.25
O07948,C01574,P0189,2024-02-02,2,1282.16
O07949,C01509,P0338,2024-01-06,1,1844.1
O07950,C00691,P0487,2023-03-23,2,3333.88
O07951,C01565,P0326,2024-07-19,1,1688.79
O07952,C01862,P0400,2024-05-28,4,3340.88
O07953,C01116,P0381,2023-07-31,2,2407.92
O07954,C00995,P0399,2023-06-06,2,2271.12
O07955,C01023,P0119,2023-10-19,1,60.42
O07956,C01803,P0169,2023-07-25,2,2534.84
O07957,C00326,P0381,2023-01-02,1,1203.96
O07958,C01798,P0090,2023-11-16,1,129.87
O07959,C01158,P0292,2024-06-28,3,4018.05
O07960,C01455,P0310,2024-12-11,2,1408.16
O07961,C01957,P0115,2024-02-11,3,4512.03
O07962,C01295,P0379,2023-03-17,1,1028.64
O07963,C00598,P0413,2023-08-23,2,684.14
O07964,C00342,P0241,2024-06-27,3,4594.11
O07965,C01964,P0221,2024-08-22,5,6026.85
O07966,C00581,P0486,2024-02-08,4,1261.0
O07967,C00969,P0266,2024-11-14,5,1621.85
O07968,C01214,P0037,2024-03-04,2,210.56
O07969,C01854,P0226,2024-03-23,4,6675.56
O07970,C01579,P0110,2023-01-06,1,776.77
O07971,C01457,P0083,2023-09-19,2,3038.1
O07972,C01815,P0065,2024-05-24,4,5888.96
O07973,C01241,P0300,2024-07-05,5,8707.65
O07974,C01082,P0134,2024-03-20,3,4875.51
O07975,C01966,P0261,2024-06-06,5,1018.9
O07976,C00845,P0374,2023-05-24,4,6705.28
O07977,C00935,P0262,2024-06-21,5,4425.75
O07978,C00589,P0491,2024-03-14,1,1602.21
O07979,C00827,P0498,2024-09-01,1,1990.58
O07980,C01212,P0202,2024-01-25,1,1953.99
O07981,C00554,P0482,2024-10-17,3,5027.58
O07982,C01213,P0309,2024-02-04,1,445.2
O07983,C00979,P0189,2024-09-19,1,641.08
O07984,C01021,P0453,2023-02-25,4,1001.32
O07985,C01821,P0463,2023-12-10,1,293.1
O07986,C00222,P0205,2024-12-01,2,957.64
O07987,C00256,P0444,2024-10-29,5,3278.1
O07988,C01122,P0378,2023-10-07,3,5031.03
O07989,C00930,P0341,2024-08-10,3,4001.52
O07990,C01867,P0128,2023-01-22,5,9676.0
O07991,C01991,P0169,2024-10-04,5,6337.1
O07992,C00481,P0005,2023-02-11,2,3723.56
O07993,C01198,P0381,2024-11-11,1,1203.96
O07994,C00885,P0463,2023-01-08,4,1172.4
O07995,C01080,P0103,2024-06-27,5,2433.15
O07996,C00821,P0121,2023-02-20,1,1959.23
O07997,C00551,P0047,2023-05-06,4,1030.04
O07998,C00096,P0030,2023-08-02,3,3487.14
O07999,C00099,P0179,2023-10-30,4,7800.16
O08000,C01508,P0051,2023-12-09,3,3882.99
O08001,C01885,P0462,2023-12-08,2,3818.72
O08002,C00319,P0101,2023-01-28,3,3318.96
O08003,C00474,P0407,2024-08-28,1,584.71
O08004,C01341,P0159,2024-07-03,1,674.29
O08005,C01123,P0351,2024-10-18,4,1562.56
O08006,C01784,P0491,2023-11-01,1,1602.21
O08007,C00681,P0428,2023-07-15,5,7910.95
O08008,C00789,P0208,2024-02-26,1,754.39
O08009,C00335,P0475,2023-05-01,5,4824.7
O08010,C00150,P0293,2023-06-02,4,430.72
O08011,C00627,P0140,2024-02-29,1,116.36
O08012,C01458,P0292,2024-06-03,5,6696.75
O08013,C00061,P0365,2023-08-05,4,6171.4
O08014,C00556,P0050,2023-08-30,4,7788.64
O08015,C01505,P0117,2024-10-17,5,3327.45
O08016,C00957,P0326,2023-07-28,4,6755.16
O08017,C00720,P0238,2024-09-30,1,1358.99
O08018,C01041,P0296,2023-07-21,3,5215.95
O08019,C00135,P0427,2024-12-23,1,1967.84
O08020,C00184,P0086,2024-04-12,3,2746.32
O08021,C01033,P0028,2023-11-01,5,8414.55
O08022,C00012,P0284,2024-11-07,4,1409.04
O08023,C00195,P0493,2023-11-18,2,591.4
O08024,C00669,P0405,2023-08-15,5,6126.6
O08025,C01750,P0263,2024-02-03,1,371.19
O08026,C00318,P0435,2024-06-16,4,7610.32
O08027,C00151,P0383,2024-02-08,3,542.73
O08028,C01431,P0444,2023-11-09,4,2622.48
O08029,C00602,P0297,2023-06-22,4,3438.56
O08030,C01371,P0169,2023-07-07,3,3802.26
O08031,C00076,P0052,2024-08-06,1,1190.28
O08032,C01437,P0146,2024-05-20,5,8816.0
O08033,C01352,P0181,2024-05-15,5,9675.35
O08034,C01303,P0172,2023-12-11,3,5278.41
O08035,C00831,P0261,2023-09-03,3,611.34
O08036,C00797,P0075,2024-10-05,4,294.96
O08037,C01066,P0123,2023-02-01,1,503.76
O08038,C00894,P0357,2023-07-07,3,5115.39
O08039,C00782,P0383,2023-03-23,4,723.64
O08040,C01078,P0042,2023-07-13,1,1215.78
O08041,C00352,P0239,2023-12-26,4,6450.32
O08042,C01548,P0306,2023-07-21,3,421.5
O08043,C00051,P0160,2024-06-18,2,3084.92
O08044,C00535,P0113,2024-08-11,1,810.64
O08045,C01388,P0319,2024-10-21,5,7473.9
O08046,C00204,P0112,2024-11-12,2,3159.46
O08047,C00431,P0265,2023-11-14,1,1216.14
O08048,C00654,P0202,2024-02-05,2,3907.98
O08049,C00574,P0383,2023-01-12,5,904.55
O08050,C01322,P0447,2024-11-26,2,1831.54
O08051,C01721,P0231,2023-04-30,4,3127.24
O08052,C00715,P0300,2024-04-15,1,1741.53
O08053,C00822,P0104,2023-01-25,2,1721.28
O08054,C01968,P0261,2024-03-02,4,815.12
O08055,C01395,P0174,2024-06-14,5,407.75
O08056,C00766,P0407,2023-08-05,2,1169.42
O08057,C01203,P0158,2024-06-22,2,2573.6
O08058,C01330,P0115,2024-05-21,4,6016.04
O08059,C00039,P0226,2023-05-08,1,1668.89
O08060,C01757,P0192,2023-05-18,3,2828.43
O08061,C00776,P0229,2023-07-14,1,1399.43
O08062,C00237,P0040,2024-04-14,3,5467.17
O08063,C00485,P0410,2023-12-04,4,1493.84
O08064,C01206,P0438,2023-03-15,5,6545.75
O08065,C01064,P0304,2023-05-24,5,5198.4
O08066,C00385,P0086,2024-03-04,3,2746.32
O08067,C00751,P0427,2024-03-21,4,7871.36
O08068,C00152,P0079,2023-11-23,2,1560.9
O08069,C00975,P0325,2023-10-01,4,5445.12
O08070,C00763,P0378,2023-10-09,4,6708.04
O08071,C01739,P0369,2024-03-08,4,7819.08
O08072,C00270,P0108,2024-12-09,5,111.5
O08073,C01892,P0272,2023-10-11,1,1472.29
O08074,C01081,P0178,2024-07-25,3,2230.95
O08075,C00715,P0430,2023-02-15,2,2772.64
O08076,C01925,P0172,2023-10-04,3,5278.41
O08077,C00406,P0422,2023-06-11,1,184.69
O08078,C01098,P0163,2024-11-02,1,1307.14
O08079,C01150,P0406,2023-12-24,2,1169.48
O08080,C00675,P0257,2024-06-07,4,3779.56
O08081,C01228,P0134,2023-01-27,5,8125.85
O08082,C01624,P0385,2024-06-13,1,1924.73
O08083,C01673,P0323,2023-11-11,4,4995.24
O08084,C01047,P0264,2023-08-21,5,5152.2
O08085,C00503,P0125,2023-07-27,1,947.43
O08086,C00350,P0320,2023-11-19,2,982.86
O08087,C00536,P0001,2023-09-18,5,9342.7
O08088,C01168,P0129,2024-04-10,4,3055.96
O08089,C01875,P0349,2023-08-29,2,2119.46
O08090,C01653,P0185,2024-04-02,5,7975.85
O08091,C00189,P0130,2023-06-08,5,6775.75
O08092,C00400,P0426,2024-09-25,1,1956.82
O08093,C01184,P0367,2023-02-07,1,776.79
O08094,C01806,P0195,2024-12-15,4,3748.72
O08095,C00558,P0200,2023-06-16,1,692.12
O08096,C01478,P0348,2024-05-06,4,3835.0
O08097,C00217,P0144,2023-09-24,1,769.93
O08098,C00772,P0055,2023-05-18,1,925.39
O08099,C01580,P0341,2023-04-19,4,5335.36
O08100,C00550,P0392,2023-06-20,4,3571.88
O08101,C01641,P0093,2023-05-18,3,2247.99
O08102,C00884,P0458,2024-08-11,4,2516.96
O08103,C01750,P0368,2023-04-28,1,138.37
O08104,C00910,P0193,2024-10-06,4,4953.24
O08105,C01293,P0035,2024-08-11,4,2319.04
O08106,C00800,P0105,2024-06-10,1,1200.37
O08107,C00949,P0066,2024-08-20,5,5617.65
O08108,C00620,P0277,2023-03-10,1,63.16
O08109,C01497,P0001,2024-07-07,5,9342.7
O08110,C01451,P0061,2024-04-09,3,4830.45
O08111,C00472,P0230,2023-03-10,5,5818.2
O08112,C00895,P0123,2024-05-25,1,503.76
O08113,C01842,P0296,2023-07-13,3,5215.95
O08114,C00008,P0252,2023-12-16,1,1957.38
O08115,C00923,P0493,2024-12-14,3,887.1
O08116,C01073,P0074,2024-01-07,4,1707.96
O08117,C00410,P0186,2024-12-01,2,462.06
O08118,C01521,P0300,2023-05-18,2,3483.06
O08119,C00497,P0358,2024-08-11,4,4700.72
O08120,C01029,P0103,2024-05-06,5,2433.15
O08121,C01065,P0300,2023-10-14,3,5224.59
O08122,C01453,P0041,2024-11-20,1,459.55
O08123,C01532,P0225,2024-04-16,5,2756.3
O08124,C00423,P0020,2024-01-20,1,1603.5
O08125,C00796,P0255,2023-01-26,5,772.0
O08126,C01508,P0461,2024-05-27,5,6838.25
O08127,C00277,P0174,2023-12-29,5,407.75
O08128,C00363,P0119,2023-04-29,3,181.26
O08129,C00084,P0110,2023-08-21,5,3883.85
O08130,C00534,P0399,2023-09-25,2,2271.12
O08131,C00854,P0312,2024-10-06,4,6003.88
O08132,C00473,P0420,2023-04-05,4,198.4
O08133,C01840,P0180,2023-07-12,3,424.11
O08134,C00483,P0080,2023-07-10,4,6398.72
O08135,C01132,P0381,2024-10-12,5,6019.8
O08136,C00480,P0307,2023-04-05,3,5770.32
O08137,C01985,P0370,2024-07-19,5,5000.0
O08138,C00430,P0419,2024-09-20,1,629.71
O08139,C00203,P0477,2023-09-07,2,1835.34
O08140,C00160,P0443,2024-12-05,1,685.07
O08141,C00960,P0292,2024-09-28,4,5357.4
O08142,C01381,P0390,2024-09-16,2,1735.14
O08143,C00844,P0009,2023-11-24,5,6235.75
O08144,C00282,P0305,2023-11-20,2,2179.48
O08145,C00251,P0330,2024-12-02,1,1241.75
O08146,C00933,P0433,2024-04-14,3,3370.98
O08147,C01940,P0330,2023-03-21,3,3725.25
O08148,C01299,P0391,2023-04-18,4,5569.2
O08149,C01841,P0237,2024-03-20,5,822.65
O08150,C00313,P0146,2024-03-29,2,3526.4
O08151,C00880,P0067,2023-02-19,5,723.6
O08152,C01895,P0112,2024-11-17,1,1579.73
O08153,C01717,P0380,2024-05-20,5,8606.05
O08154,C00695,P0381,2023-02-03,1,1203.96
O08155,C00810,P0046,2024-02-28,5,4592.7
O08156,C00186,P0431,2024-11-28,4,2728.4
O08157,C00327,P0299,2023-08-19,4,4682.04
O08158,C01841,P0482,2024-01-19,4,6703.44
O08159,C00381,P0473,2024-04-13,1,1878.18
O08160,C00059,P0189,2023-03-06,3,1923.24
O08161,C01603,P0097,2023-09-12,5,3137.05
O08162,C01808,P0302,2024-07-31,2,2034.76
O08163,C01550,P0459,2023-06-21,5,6043.1
O08164,C00438,P0221,2024-08-18,4,4821.48
O08165,C00204,P0476,2023-04-25,4,1036.52
O08166,C01136,P0105,2024-08-24,4,4801.48
O08167,C01742,P0030,2023-04-09,5,5811.9
O08168,C01054,P0154,2023-06-21,1,1089.28
O08169,C01612,P0373,2024-01-01,4,7435.16
O08170,C00549,P0337,2023-04-19,1,1968.32
O08171,C01619,P0015,2024-03-16,4,5836.8
O08172,C01926,P0500,2023-06-15,1,322.4
O08173,C00489,P0197,2024-08-29,3,4694.52
O08174,C01111,P0038,2024-04-02,3,3470.97
O08175,C01182,P0204,2023-11-02,5,8673.0
O08176,C00990,P0489,2024-10-13,2,3846.88
O08177,C01442,P0092,2023-11-30,5,8156.05
O08178,C00382,P0193,2023-06-14,2,2476.62
O08179,C00769,P0017,2024-08-26,1,1289.06
O08180,C01204,P0170,2024-09-03,4,1317.0
O08181,C00589,P0322,2024-11-01,1,1731.88
O08182,C01161,P0363,2024-08-27,4,3032.44
O08183,C00689,P0080,2024-09-19,5,7998.4
O08184,C01409,P0374,2024-10-30,3,5028.96
O08185,C01545,P0021,2023-12-18,4,1447.56
O08186,C01514,P0467,2024-02-18,1,15.91
O08187,C01355,P0407,2024-02-06,2,1169.42
O08188,C01391,P0051,2023-02-12,4,5177.32
O08189,C01905,P0024,2023-05-26,2,2844.14
O08190,C01728,P0469,2023-12-26,2,197.2
O08191,C00670,P0435,2024-10-19,2,3805.16
O08192,C01985,P0427,2024-09-08,4,7871.36
O08193,C00098,P0206,2024-06-29,3,1126.47
O08194,C00986,P0350,2023-01-26,4,3035.92
O08195,C01064,P0215,2024-01-16,5,8392.25
O08196,C00143,P0381,2024-02-10,2,2407.92
O08197,C00671,P0436,2023-09-06,1,1781.45
O08198,C00199,P0340,2024-01-13,1,1635.48
O08199,C00379,P0237,2023-06-20,2,329.06
O08200,C01842,P0082,2024-03-31,3,5797.53
O08201,C01096,P0288,2023-02-14,5,7430.1
O08202,C00302,P0373,2024-05-29,2,3717.58
O08203,C00545,P0015,2024-03-05,1,1459.2
O08204,C00493,P0186,2024-01-29,2,462.06
O08205,C00277,P0073,2024-01-19,2,1172.38
O08206,C01666,P0128,2024-05-25,2,3870.4
O08207,C00849,P0098,2024-08-02,2,1103.08
O08208,C01316,P0031,2024-09-02,1,774.18
O08209,C00067,P0312,2024-08-14,5,7504.85
O08210,C00645,P0131,2024-08-27,1,302.22
O08211,C00871,P0292,2023-02-15,4,5357.4
O08212,C01967,P0370,2023-05-29,1,1000.0
O08213,C01876,P0340,2023-09-02,3,4906.44
O08214,C00451,P0014,2023-11-11,5,161.0
O08215,C00315,P0210,2024-03-19,1,863.71
O08216,C00434,P0101,2023-05-02,2,2212.64
O08217,C00986,P0075,2024-06-17,4,294.96
O08218,C01524,P0462,2024-09-05,5,9546.8
O08219,C01995,P0287,2023-12-26,1,1084.4
O08220,C00733,P0418,2023-12-19,1,1844.36
O08221,C00448,P0126,2023-08-02,1,1431.12
O08222,C00718,P0069,2024-11-05,4,4660.92
O08223,C00137,P0268,2023-04-06,3,1893.87
O08224,C00997,P0348,2023-11-28,2,1917.5
O08225,C01696,P0308,2024-04-19,5,936.75
O08226,C00366,P0381,2024-08-16,3,3611.88
O08227,C00474,P0146,2023-05-13,3,5289.6
O08228,C00067,P0127,2023-04-27,5,6686.9
O08229,C00420,P0230,2023-11-11,5,5818.2
O08230,C01056,P0423,2023-11-15,2,1980.14
O08231,C00326,P0225,2024-11-15,5,2756.3
O08232,C01592,P0152,2023-05-08,3,1071.99
O08233,C00173,P0064,2024-10-31,4,1895.2
O08234,C00850,P0310,2024-09-13,1,704.08
O08235,C01874,P0414,2024-01-06,5,7284.5
O08236,C01630,P0114,2024-02-12,1,1178.36
O08237,C00184,P0357,2023-11-22,5,8525.65
O08238,C01388,P0422,2023-08-24,1,184.69
O08239,C00653,P0146,2023-07-23,4,7052.8
O08240,C01372,P0294,2024-03-29,5,5273.25
O08241,C01142,P0263,2023-07-06,4,1484.76
O08242,C00923,P0140,2023-04-22,1,116.36
O08243,C01715,P0489,2023-07-21,3,5770.32
O08244,C01214,P0339,2023-07-19,1,1321.67
O08245,C00597,P0278,2023-11-19,3,1244.34
O08246,C00750,P0442,2024-11-13,1,1811.22
O08247,C01655,P0215,2023-12-30,5,8392.25
O08248,C01707,P0410,2023-01-16,5,1867.3
O08249,C00819,P0496,2023-02-24,3,412.86
O08250,C01440,P0211,2024-01-14,2,2102.7
O08251,C00743,P0030,2023-01-10,4,4649.52
O08252,C00151,P0300,2024-05-10,1,1741.53
O08253,C00065,P0045,2024-12-29,1,622.31
O08254,C00189,P0010,2024-09-11,4,3902.12
O08255,C00191,P0393,2024-08-18,2,3239.96
O08256,C00416,P0473,2024-10-18,2,3756.36
O08257,C00419,P0159,2024-12-27,4,2697.16
O08258,C01840,P0242,2024-07-24,4,1650.36
O08259,C01971,P0075,2024-06-08,5,368.7
O08260,C00925,P0164,2023-04-05,2,1070.12
O08261,C00988,P0165,2023-11-29,5,9858.85
O08262,C01182,P0152,2024-04-25,1,357.33
O08263,C01567,P0403,2024-09-17,3,5232.09
O08264,C01507,P0277,2024-04-09,3,189.48
